2026-05-19 15:06:13 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:24:15 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:24:15 | INFO     | MyApp | App started
2026-05-19 15:24:15 | INFO     | MyApp | Processing complete
2026-05-19 15:24:15 | WARNING  | MyApp | Something looks off
2026-05-19 15:24:15 | ERROR    | MyApp | Something went wrong
2026-05-19 15:24:19 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:24:19 | INFO     | MyApp | App started
2026-05-19 15:24:19 | INFO     | MyApp | Processing complete
2026-05-19 15:24:19 | WARNING  | MyApp | Something looks off
2026-05-19 15:24:19 | ERROR    | MyApp | Something went wrong
2026-05-19 15:24:27 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:24:27 | INFO     | MyApp | App started
2026-05-19 15:24:27 | INFO     | MyApp | Processing complete
2026-05-19 15:24:27 | WARNING  | MyApp | Something looks off
2026-05-19 15:24:27 | ERROR    | MyApp | Something went wrong
2026-05-19 15:27:02 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:27:02 | INFO     | MyApp | App started
2026-05-19 15:27:02 | INFO     | MyApp | Processing complete
2026-05-19 15:27:02 | WARNING  | MyApp | Something looks off
2026-05-19 15:27:02 | ERROR    | MyApp | Something went wrong
2026-05-19 15:27:19 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:27:19 | INFO     | MyApp | App started
2026-05-19 15:27:19 | INFO     | MyApp | Processing complete
2026-05-19 15:27:19 | WARNING  | MyApp | Something looks off
2026-05-19 15:27:19 | ERROR    | MyApp | Something went wrong
2026-05-19 15:27:22 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:27:22 | INFO     | MyApp | App started
2026-05-19 15:27:22 | INFO     | MyApp | Processing complete
2026-05-19 15:27:22 | WARNING  | MyApp | Something looks off
2026-05-19 15:27:22 | ERROR    | MyApp | Something went wrong
2026-05-19 15:27:23 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:27:23 | INFO     | MyApp | App started
2026-05-19 15:27:23 | INFO     | MyApp | Processing complete
2026-05-19 15:27:23 | WARNING  | MyApp | Something looks off
2026-05-19 15:27:23 | ERROR    | MyApp | Something went wrong
2026-05-19 15:29:34 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:29:34 | INFO     | MyApp | App started
2026-05-19 15:29:34 | INFO     | MyApp | Processing complete
2026-05-19 15:29:34 | WARNING  | MyApp | Something looks off
2026-05-19 15:29:34 | ERROR    | MyApp | Something went wrong
2026-05-19 15:29:48 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:29:48 | INFO     | MyApp | App started
2026-05-19 15:29:48 | INFO     | MyApp | Processing complete
2026-05-19 15:29:48 | WARNING  | MyApp | Something looks off
2026-05-19 15:29:48 | ERROR    | MyApp | Something went wrong
2026-05-19 15:29:51 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:29:51 | INFO     | MyApp | App started
2026-05-19 15:29:51 | INFO     | MyApp | Processing complete
2026-05-19 15:29:51 | WARNING  | MyApp | Something looks off
2026-05-19 15:29:51 | ERROR    | MyApp | Something went wrong
2026-05-19 15:29:54 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:29:54 | INFO     | MyApp | App started
2026-05-19 15:29:54 | INFO     | MyApp | Processing complete
2026-05-19 15:29:54 | WARNING  | MyApp | Something looks off
2026-05-19 15:29:54 | ERROR    | MyApp | Something went wrong
2026-05-19 15:30:02 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:30:02 | INFO     | MyApp | App started
2026-05-19 15:30:02 | INFO     | MyApp | Processing complete
2026-05-19 15:30:02 | WARNING  | MyApp | Something looks off
2026-05-19 15:30:02 | ERROR    | MyApp | Something went wrong
2026-05-19 15:30:05 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:30:05 | INFO     | MyApp | App started
2026-05-19 15:30:05 | INFO     | MyApp | Processing complete
2026-05-19 15:30:05 | WARNING  | MyApp | Something looks off
2026-05-19 15:30:05 | ERROR    | MyApp | Something went wrong
2026-05-19 15:30:17 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:30:17 | INFO     | MyApp | App started
2026-05-19 15:30:17 | INFO     | MyApp | Processing complete
2026-05-19 15:30:17 | WARNING  | MyApp | Something looks off
2026-05-19 15:30:17 | ERROR    | MyApp | Something went wrong
2026-05-19 15:30:46 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:30:46 | INFO     | MyApp | App started
2026-05-19 15:30:46 | INFO     | MyApp | Processing complete
2026-05-19 15:30:46 | WARNING  | MyApp | Something looks off
2026-05-19 15:30:46 | ERROR    | MyApp | Something went wrong
2026-05-19 15:30:49 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:30:49 | INFO     | MyApp | App started
2026-05-19 15:30:49 | INFO     | MyApp | Processing complete
2026-05-19 15:30:49 | WARNING  | MyApp | Something looks off
2026-05-19 15:30:49 | ERROR    | MyApp | Something went wrong
2026-05-19 15:30:52 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:30:52 | INFO     | MyApp | App started
2026-05-19 15:30:52 | INFO     | MyApp | Processing complete
2026-05-19 15:30:52 | WARNING  | MyApp | Something looks off
2026-05-19 15:30:52 | ERROR    | MyApp | Something went wrong
2026-05-19 15:30:57 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:30:57 | INFO     | MyApp | App started
2026-05-19 15:30:57 | INFO     | MyApp | Processing complete
2026-05-19 15:30:57 | WARNING  | MyApp | Something looks off
2026-05-19 15:30:57 | ERROR    | MyApp | Something went wrong
2026-05-19 15:35:55 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:35:55 | INFO     | MyApp | App started
2026-05-19 15:35:55 | INFO     | MyApp | Processing complete
2026-05-19 15:35:55 | WARNING  | MyApp | Something looks off
2026-05-19 15:35:55 | ERROR    | MyApp | Something went wrong
2026-05-19 15:35:59 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:35:59 | INFO     | MyApp | App started
2026-05-19 15:35:59 | INFO     | MyApp | Processing complete
2026-05-19 15:35:59 | WARNING  | MyApp | Something looks off
2026-05-19 15:35:59 | ERROR    | MyApp | Something went wrong
2026-05-19 15:36:02 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:36:02 | INFO     | MyApp | App started
2026-05-19 15:36:02 | INFO     | MyApp | Processing complete
2026-05-19 15:36:02 | WARNING  | MyApp | Something looks off
2026-05-19 15:36:02 | ERROR    | MyApp | Something went wrong
2026-05-19 15:36:07 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:36:07 | INFO     | MyApp | App started
2026-05-19 15:36:07 | INFO     | MyApp | Processing complete
2026-05-19 15:36:07 | WARNING  | MyApp | Something looks off
2026-05-19 15:36:07 | ERROR    | MyApp | Something went wrong
2026-05-19 15:37:02 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:37:02 | INFO     | MyApp | App started
2026-05-19 15:37:02 | INFO     | MyApp | Processing complete
2026-05-19 15:37:02 | WARNING  | MyApp | Something looks off
2026-05-19 15:37:02 | ERROR    | MyApp | Something went wrong
2026-05-19 15:37:12 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:37:12 | INFO     | MyApp | App started
2026-05-19 15:37:12 | INFO     | MyApp | Processing complete
2026-05-19 15:37:12 | WARNING  | MyApp | Something looks off
2026-05-19 15:37:12 | ERROR    | MyApp | Something went wrong
2026-05-19 15:37:21 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:37:21 | INFO     | MyApp | App started
2026-05-19 15:37:21 | INFO     | MyApp | Processing complete
2026-05-19 15:37:21 | WARNING  | MyApp | Something looks off
2026-05-19 15:37:21 | ERROR    | MyApp | Something went wrong
2026-05-19 15:37:37 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:37:37 | INFO     | MyApp | App started
2026-05-19 15:37:37 | INFO     | MyApp | Processing complete
2026-05-19 15:37:37 | WARNING  | MyApp | Something looks off
2026-05-19 15:37:37 | ERROR    | MyApp | Something went wrong
2026-05-19 15:37:40 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:37:40 | INFO     | MyApp | App started
2026-05-19 15:37:40 | INFO     | MyApp | Processing complete
2026-05-19 15:37:40 | WARNING  | MyApp | Something looks off
2026-05-19 15:37:40 | ERROR    | MyApp | Something went wrong
2026-05-19 15:46:15 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:46:15 | INFO     | MyApp | App started
2026-05-19 15:46:15 | INFO     | MyApp | Processing complete
2026-05-19 15:46:15 | WARNING  | MyApp | Something looks off
2026-05-19 15:46:15 | ERROR    | MyApp | Something went wrong
2026-05-19 15:52:41 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:52:41 | INFO     | MyApp | App started
2026-05-19 15:52:41 | INFO     | MyApp | Processing complete
2026-05-19 15:52:41 | WARNING  | MyApp | Something looks off
2026-05-19 15:52:41 | ERROR    | MyApp | Something went wrong
2026-05-19 15:53:51 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:53:51 | INFO     | MyApp | App started
2026-05-19 15:53:51 | INFO     | MyApp | Processing complete
2026-05-19 15:53:51 | WARNING  | MyApp | Something looks off
2026-05-19 15:53:51 | ERROR    | MyApp | Something went wrong
2026-05-19 15:53:55 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:53:55 | INFO     | MyApp | App started
2026-05-19 15:53:55 | INFO     | MyApp | Processing complete
2026-05-19 15:53:55 | WARNING  | MyApp | Something looks off
2026-05-19 15:53:55 | ERROR    | MyApp | Something went wrong
2026-05-19 15:53:58 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:53:58 | INFO     | MyApp | App started
2026-05-19 15:53:58 | INFO     | MyApp | Processing complete
2026-05-19 15:53:58 | WARNING  | MyApp | Something looks off
2026-05-19 15:53:58 | ERROR    | MyApp | Something went wrong
2026-05-19 15:54:01 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 15:54:01 | INFO     | MyApp | App started
2026-05-19 15:54:01 | INFO     | MyApp | Processing complete
2026-05-19 15:54:01 | WARNING  | MyApp | Something looks off
2026-05-19 15:54:01 | ERROR    | MyApp | Something went wrong
2026-05-19 16:12:41 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 16:12:41 | INFO     | MyApp | App started
2026-05-19 16:12:41 | INFO     | MyApp | Processing complete
2026-05-19 16:12:41 | WARNING  | MyApp | Something looks off
2026-05-19 16:12:41 | ERROR    | MyApp | Something went wrong
2026-05-19 16:19:51 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 16:19:51 | INFO     | MyApp | App started
2026-05-19 16:19:51 | INFO     | MyApp | Processing complete
2026-05-19 16:19:51 | WARNING  | MyApp | Something looks off
2026-05-19 16:19:51 | ERROR    | MyApp | Something went wrong
2026-05-19 16:25:29 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 16:25:29 | INFO     | MyApp | App started
2026-05-19 16:25:29 | INFO     | MyApp | Processing complete
2026-05-19 16:25:29 | WARNING  | MyApp | Something looks off
2026-05-19 16:25:29 | ERROR    | MyApp | Something went wrong
2026-05-19 16:46:55 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 16:46:55 | INFO     | MyApp | App started
2026-05-19 16:46:55 | INFO     | MyApp | Processing complete
2026-05-19 16:46:55 | WARNING  | MyApp | Something looks off
2026-05-19 16:46:55 | ERROR    | MyApp | Something went wrong
2026-05-19 16:51:31 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 16:51:31 | INFO     | MyApp | App started
2026-05-19 16:51:31 | INFO     | MyApp | Processing complete
2026-05-19 16:51:31 | WARNING  | MyApp | Something looks off
2026-05-19 16:51:31 | ERROR    | MyApp | Something went wrong
2026-05-19 16:52:32 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 16:52:32 | INFO     | MyApp | App started
2026-05-19 16:52:32 | INFO     | MyApp | Processing complete
2026-05-19 16:52:32 | WARNING  | MyApp | Something looks off
2026-05-19 16:52:32 | ERROR    | MyApp | Something went wrong
2026-05-19 16:54:17 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 16:54:17 | INFO     | MyApp | App started
2026-05-19 16:54:17 | INFO     | MyApp | Processing complete
2026-05-19 16:54:17 | WARNING  | MyApp | Something looks off
2026-05-19 16:54:17 | ERROR    | MyApp | Something went wrong
2026-05-19 17:03:51 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:03:51 | INFO     | MyApp | App started
2026-05-19 17:03:51 | INFO     | MyApp | Processing complete
2026-05-19 17:03:51 | WARNING  | MyApp | Something looks off
2026-05-19 17:03:51 | ERROR    | MyApp | Something went wrong
2026-05-19 17:03:55 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:03:55 | INFO     | MyApp | App started
2026-05-19 17:03:55 | INFO     | MyApp | Processing complete
2026-05-19 17:03:55 | WARNING  | MyApp | Something looks off
2026-05-19 17:03:55 | ERROR    | MyApp | Something went wrong
2026-05-19 17:25:48 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:25:48 | INFO     | MyApp | App started
2026-05-19 17:25:48 | INFO     | MyApp | Processing complete
2026-05-19 17:25:48 | WARNING  | MyApp | Something looks off
2026-05-19 17:25:48 | ERROR    | MyApp | Something went wrong
2026-05-19 17:25:55 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:25:55 | INFO     | MyApp | App started
2026-05-19 17:25:55 | INFO     | MyApp | Processing complete
2026-05-19 17:25:55 | WARNING  | MyApp | Something looks off
2026-05-19 17:25:55 | ERROR    | MyApp | Something went wrong
2026-05-19 17:38:33 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:38:33 | INFO     | MyApp | App started
2026-05-19 17:38:33 | INFO     | MyApp | Processing complete
2026-05-19 17:38:33 | WARNING  | MyApp | Something looks off
2026-05-19 17:38:33 | ERROR    | MyApp | Something went wrong
2026-05-19 17:38:43 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:38:43 | INFO     | MyApp | App started
2026-05-19 17:38:43 | INFO     | MyApp | Processing complete
2026-05-19 17:38:43 | WARNING  | MyApp | Something looks off
2026-05-19 17:38:43 | ERROR    | MyApp | Something went wrong
2026-05-19 17:42:30 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:42:30 | INFO     | MyApp | App started
2026-05-19 17:42:30 | INFO     | MyApp | Processing complete
2026-05-19 17:42:30 | WARNING  | MyApp | Something looks off
2026-05-19 17:42:30 | ERROR    | MyApp | Something went wrong
2026-05-19 17:42:34 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:42:34 | INFO     | MyApp | App started
2026-05-19 17:42:34 | INFO     | MyApp | Processing complete
2026-05-19 17:42:34 | WARNING  | MyApp | Something looks off
2026-05-19 17:42:34 | ERROR    | MyApp | Something went wrong
2026-05-19 17:45:55 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:45:55 | INFO     | MyApp | App started
2026-05-19 17:45:55 | INFO     | MyApp | Processing complete
2026-05-19 17:45:55 | WARNING  | MyApp | Something looks off
2026-05-19 17:45:55 | ERROR    | MyApp | Something went wrong
2026-05-19 17:47:47 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:47:47 | INFO     | MyApp | App started
2026-05-19 17:47:47 | INFO     | MyApp | Processing complete
2026-05-19 17:47:47 | WARNING  | MyApp | Something looks off
2026-05-19 17:47:47 | ERROR    | MyApp | Something went wrong
2026-05-19 17:50:27 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:50:27 | INFO     | MyApp | App started
2026-05-19 17:50:27 | INFO     | MyApp | Processing complete
2026-05-19 17:50:27 | WARNING  | MyApp | Something looks off
2026-05-19 17:50:27 | ERROR    | MyApp | Something went wrong
2026-05-19 17:50:34 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-19 17:50:34 | INFO     | MyApp | App started
2026-05-19 17:50:34 | INFO     | MyApp | Processing complete
2026-05-19 17:50:34 | WARNING  | MyApp | Something looks off
2026-05-19 17:50:34 | ERROR    | MyApp | Something went wrong
2026-05-20 09:45:25 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-20 09:45:25 | INFO     | MyApp | App started
2026-05-20 09:45:25 | INFO     | MyApp | Processing complete
2026-05-20 09:45:25 | WARNING  | MyApp | Something looks off
2026-05-20 09:45:25 | ERROR    | MyApp | Something went wrong
2026-05-20 09:45:32 | INFO     | MyApp | DEBUG logging is DISABLED (set DEBUG_LOG=true in .env to enable)
2026-05-20 09:45:32 | INFO     | MyApp | App started
2026-05-20 09:45:32 | INFO     | MyApp | Processing complete
2026-05-20 09:45:32 | WARNING  | MyApp | Something looks off
2026-05-20 09:45:32 | ERROR    | MyApp | Something went wrong
2026-05-20 11:17:18 | INFO     | MyApp | DEBUG logging DISABLED
2026-05-20 11:17:18 | INFO     | MyApp | App started
2026-05-20 11:17:18 | INFO     | MyApp | Processing complete
2026-05-20 11:17:18 | WARNING  | MyApp | Something looks off
2026-05-20 11:17:18 | ERROR    | MyApp | Something went wrong
2026-05-20 11:18:45 | INFO     | main | DEBUG logging DISABLED
2026-05-20 11:22:10 | INFO     | app | DEBUG logging DISABLED
2026-05-20 11:23:44 | INFO     | app | DEBUG logging DISABLED
2026-05-20 11:23:49 | INFO     | app | DEBUG logging DISABLED
2026-05-20 11:23:52 | INFO     | app | Starting Onboarding API
2026-05-20 11:24:04 | INFO     | app | DEBUG logging DISABLED
2026-05-20 11:24:06 | INFO     | app | Starting Onboarding API
2026-05-20 11:24:06 | INFO     | app | Initializing database
2026-05-20 11:24:06 | INFO     | app | Database initialized successfully
2026-05-20 15:08:03 | INFO     | app | DEBUG logging ENABLED
2026-05-20 15:08:05 | INFO     | db.database | DEBUG logging ENABLED
2026-05-20 15:08:05 | INFO     | db.database | Loading database configuration
2026-05-20 15:08:05 | INFO     | db.database | Creating SQLAlchemy engine
2026-05-20 15:08:05 | INFO     | db.crud | DEBUG logging ENABLED
2026-05-20 15:08:05 | INFO     | auth.security | DEBUG logging ENABLED
2026-05-20 15:08:05 | INFO     | source.factory | DEBUG logging ENABLED
2026-05-20 15:08:05 | INFO     | chunking.factory | DEBUG logging ENABLED
2026-05-20 15:08:07 | INFO     | embedding.factory | DEBUG logging ENABLED
2026-05-20 15:08:07 | INFO     | extractors.factory | DEBUG logging ENABLED
2026-05-20 15:08:07 | INFO     | extractors.pdf_extractor | DEBUG logging ENABLED
2026-05-20 15:08:10 | INFO     | extractors.excel_extractor | DEBUG logging ENABLED
2026-05-20 15:08:10 | INFO     | extractors.word_extractor | DEBUG logging ENABLED
2026-05-20 15:08:10 | INFO     | extractors.ppt_extractor | DEBUG logging ENABLED
2026-05-20 15:08:10 | INFO     | extractors.image_extractor | DEBUG logging ENABLED
2026-05-20 15:08:10 | INFO     | vector_store.factory | DEBUG logging ENABLED
2026-05-20 15:08:10 | INFO     | extractors.ocr_config | DEBUG logging ENABLED
2026-05-20 15:08:10 | INFO     | extractors.ocr_config | Configuring Tesseract OCR
2026-05-20 15:08:10 | INFO     | extractors.ocr_config | Tesseract path configured: D:\Tesseract\tesseract.exe
2026-05-20 15:08:10 | INFO     | app | Starting Onboarding API
2026-05-20 15:08:10 | INFO     | app | Initializing database
2026-05-20 15:08:10 | INFO     | db.database | Initializing database tables
2026-05-20 15:08:10 | INFO     | db.database | Database tables initialized successfully
2026-05-20 15:08:10 | INFO     | app | Database initialized successfully
2026-05-20 15:08:10 | INFO     | app | Tenant config directory ready: tenant_configs
2026-05-20 15:08:11 | INFO     | app | DEBUG logging ENABLED
2026-05-20 15:08:11 | INFO     | db.database | DEBUG logging ENABLED
2026-05-20 15:08:11 | INFO     | db.database | Loading database configuration
2026-05-20 15:08:11 | INFO     | db.database | Creating SQLAlchemy engine
